spkitemid,r1,r2,acc,pron,flu,rhy
n7yv2rgz23-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_14,2,4,0.0422622761,0.8212077628,1.9373693622,0.3033209286
n7yv2rgz23-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_12,4,4,0.7801823813,1.2171717845,0.7686704786,1.1764878821
n7yv2rgz23-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_11,5,5,1.3272183914,0.7590608478,-0.051152796,0.1198059093
n7yv2rgz23-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_10,4,4,0.7801823813,0.8925402894,1.0144416862,0.7119138018
n7yv2rgz23-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_13,3,4,-0.179234081,0.7125443579,-0.267249782,-0.278966567
n7yv2rgz23-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_09,4,4,0.6957116634,0.768545266,0.08947205,-0.867523359
n7yv2rgz23-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_08,5,4,0.5051338281,0.3822260658,0.8342621172,0.3728285448
n7yv2rgz23-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_06,4,4,0.844698434,0.8015534513,0.9301122235,0.6427033398
n7yv2rgz23-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_04,5,5,1.3272183914,0.68105203,1.6590225834,0.7357526408
n7yv2rgz23-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_07,4,4,0.0226138707,1.1064921006,0.7109055866,0.8573025254
n7yv2rgz23-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_03,5,5,0.5051338281,0.886587895,1.1274693632,0.8477712176
n7yv2rgz23-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_02,5,5,1.3272183914,-0.20017789,0.4978294522,0.1007382309
n7yv2rgz23-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_01,5,5,0.7801823813,0.2111157223,0.5469278245,-0.554203756
n9s48pqsb7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_13,3,3,-0.765473114,1.107839304,0.3350175363,0.2140371524
n9s48pqsb7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_12,2,2,-1.048115154,0.1359710734,-0.190795484,-0.494520213
n9s48pqsb7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_11,3,3,-0.965351032,0.9822301314,-0.492306171,0.0291450378
n9s48pqsb7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_09,3,4,0.9993086573,0.6529900826,-0.115364783,-0.983986791
n9s48pqsb7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_14,3,3,-0.678306322,0.7184299563,0.7881381336,-1.023419266
n9s48pqsb7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_08,3,3,-1.029867085,1.0409963182,-0.240413239,-0.04826309
n9s48pqsb7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_10,3,3,-0.133966386,0.8298312834,0.578205283,0.0957872919
n9s48pqsb7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_07,2,3,-0.965351032,0.275513542,-0.775672965,-0.275964287
n9s48pqsb7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_06,5,5,1.3272183914,0.6928828091,0.0237981623,0.5639599948
n9s48pqsb7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_05,5,5,1.3272183914,0.4259133227,-0.261094895,-0.222685782
n9s48pqsb7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_04,3,3,0.2523947293,1.1244931554,0.7542009698,-0.820812872
n9s48pqsb7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_03,4,3,-0.179234081,0.3233150858,0.5437601068,0.7803237753
n9s48pqsb7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_02,4,4,0.6957116634,0.5810618862,0.5446018458,-0.192646871
n9s48pqsb7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_01,5,5,1.3272183914,0.4121708398,0.7466204776,1.6811667512
n9s48pqsb7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_00,5,5,0.4130696239,0.3023042234,0.0851193087,1.0911851886
nb8xiwdrqg-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_14,3,3,-0.678306322,-0.022447327,0.5992432775,0.2935755414
nb8xiwdrqg-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_13,2,2,-0.899802679,-1.251492399,-0.309364762,-2.296802453
nb8xiwdrqg-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_12,2,1,-0.880880314,-0.224587115,-1.13347298,-1.771120804
nb8xiwdrqg-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_10,3,4,-0.133966386,0.9174531356,-0.614799374,-1.22819263
nb8xiwdrqg-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_09,3,3,-1.338033722,0.6610071244,0.3145702418,-0.320805775
nb8xiwdrqg-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_08,3,4,-0.765473114,-0.114798319,-1.023049639,-0.265440245
nb8xiwdrqg-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_07,3,3,-0.333844304,0.582410039,-0.714725384,-1.086686669
nb8xiwdrqg-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_11,4,3,-1.155928867,0.9763852397,0.1711053152,0.3528995842
nb8xiwdrqg-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_06,4,3,0.844698434,-0.304641461,-1.234950378,-0.558413989
nb8xiwdrqg-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_05,4,4,1.3272183914,0.2425379168,-0.326257946,-0.826885792
nb8xiwdrqg-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_04,2,3,-0.598238275,-1.690950359,-1.630171404,-0.980677385
nb8xiwdrqg-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_03,4,4,-0.179234081,0.5548753217,-0.100213877,0.9440735914
nb8xiwdrqg-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_01,5,5,-0.133966386,-0.648379885,1.1104460012,1.0560816352
nb8xiwdrqg-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_02,5,5,1.3272183914,0.0045289002,0.704816414,-2.215733715
nb8xiwdrqg-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_00,5,5,0.4130696239,-0.156281092,0.0146501304,1.1669077417
nbnon8fq59-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_14,1,1,-1.109109104,-0.434485267,-0.855831847,-2.972217113
nbnon8fq59-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_13,2,3,-0.333844304,0.2425238331,-1.182548818,-0.578958875
nbnon8fq59-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_11,2,2,-1.048115154,-1.015008069,-2.354926986,-1.28475633
nbnon8fq59-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_09,3,3,0.056611449,0.4884353587,0.2307556338,0.4167600837
nbnon8fq59-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_12,2,2,-0.598238275,-1.083242082,-1.222152553,-1.965753806
nbnon8fq59-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_08,3,3,0.1486756532,0.2053895171,0.1636884099,-0.285209126
nbnon8fq59-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_07,3,3,0.2523947293,0.3208899866,0.8548563812,0.1518196709
nbnon8fq59-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_10,3,3,-0.598238275,0.1996318011,-0.340454508,-0.5268457
nbnon8fq59-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_06,3,2,-0.099684306,-0.096176846,-0.474890345,0.3364681975
nbnon8fq59-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_05,4,4,0.8955895813,-0.868178937,0.389424473,0.8510882873
nbnon8fq59-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_04,4,4,-0.482831075,0.6514334038,0.2198908207,0.0280872481
nbnon8fq59-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_03,5,5,1.3272183914,0.1280599992,0.212057102,1.1470697362
nbnon8fq59-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_01,5,5,1.3272183914,-0.242467218,0.9639707906,0.4463223928
nbnon8fq59-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_02,4,5,1.3272183914,0.0229056679,1.2050618968,1.2366246733
nbnon8fq59-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_00,5,5,1.3272183914,-1.380741504,-0.426381537,1.0324627399
ndimml2k26-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_13,2,2,-0.880880314,0.5026059483,-2.775090557,-0.80336752
ndimml2k26-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_12,2,2,-0.051202265,0.1057859716,0.3076486831,-0.277622627
ndimml2k26-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_10,2,2,-1.080758232,0.2043754225,-1.344435618,-0.63693761
ndimml2k26-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_09,3,2,-1.121931289,0.9486669457,-0.266829088,-0.150398962
ndimml2k26-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_08,1,2,-0.765473114,0.3651571951,-1.612355764,-0.043982454
ndimml2k26-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_07,2,3,-0.846598234,0.6875272572,0.0880008909,-0.000300516
ndimml2k26-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_06,3,2,-0.099684306,-0.12531364,-0.668077389,-1.354039264
ndimml2k26-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_14,2,2,-1.109109104,-0.095442852,-0.404171739,-0.047326012
ndimml2k26-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_05,3,4,1.3272183914,0.3046065336,-0.378591926,-0.709885079
ndimml2k26-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_04,5,4,1.3272183914,-0.336607827,-0.580422654,-0.518534572
ndimml2k26-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_02,4,3,1.3272183914,0.4288531704,0.0985690805,-0.476424801
ndimml2k26-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_01,5,5,0.6957116634,-1.064397144,-0.669761849,-1.25073982
ndimml2k26-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_00,4,4,1.3272183914,-0.418734969,-0.554969001,-0.622223635
ndimml2k26-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_03,4,4,0.6957116634,-0.062304918,-1.21817488,0.0422904853
neg9odfuxc-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_14,2,2,-1.290890685,0.4565607671,0.8879568215,0.565973833
neg9odfuxc-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_13,1,1,-1.396979842,-2.882826096,1.7114101658,-0.045882662
neg9odfuxc-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_11,3,3,-0.765473114,-0.881705738,0.5791771965,-1.563443343
neg9odfuxc-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_10,1,1,-1.048115154,-0.591935475,-0.198708497,0.5280454694
neg9odfuxc-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_09,1,0,-1.512387042,-1.148507204,0.5020370928,0.3892353674
neg9odfuxc-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_08,1,2,-1.278227044,0.2421296494,-0.894892663,-1.107674577
neg9odfuxc-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_07,2,2,-0.661754038,-0.36500547,-0.715812263,-0.974318545
neg9odfuxc-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_06,4,3,0.844698434,0.3819254274,0.645578879,0.8952285354
neg9odfuxc-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_05,3,3,-0.051202265,0.0480572583,-0.954525799,0.5937001042
neg9odfuxc-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_04,2,2,-0.598238275,0.4139838949,-0.87517356,-0.948407539
neg9odfuxc-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_02,4,4,1.3272183914,-0.436138145,-0.751082427,-0.343322797
neg9odfuxc-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_01,5,4,0.2976624239,-0.103256241,1.2085796753,0.3832792263
neg9odfuxc-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_03,2,1,-1.278227044,0.6724875571,-0.603823705,-0.273327515
neg9odfuxc-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_00,4,3,-0.965351032,-0.767492215,1.9312931749,-1.900176678
nex29114vq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_14,1,1,-1.403135643,-3.057663606,-0.609663926,0.5464645193
nex29114vq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_13,2,2,-0.333844304,0.3471307112,-0.617150506,-1.465002316
nex29114vq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_12,2,2,-0.880880314,0.0990973817,-0.026538212,-0.2491973
nex29114vq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_11,2,2,-0.765473114,-0.230247245,-3.024592347,-0.689289891
nex29114vq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_10,2,2,-0.706526994,-0.583018958,-1.238970489,-2.163870426
nex29114vq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_09,2,2,-0.099684306,0.013112204,-0.50457271,-1.144516562
nex29114vq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_08,1,1,-1.512387042,0.6099448095,-0.396006662,-1.043438157
nex29114vq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_07,4,3,0.4130696239,0.9934195742,-0.749455168,0.0075400592
nex29114vq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_06,4,4,0.4130696239,0.2923169859,-0.785378069,0.4394897241
nex29114vq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_05,5,4,1.3272183914,0.7002282243,-0.197729428,-0.042048939
nex29114vq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_04,4,3,-0.051202265,0.8860304581,0.5290786644,-0.625979366
nex29114vq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_02,4,4,1.3272183914,0.3997976597,0.2707751753,0.6268623317
nex29114vq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_03,4,4,-0.179234081,0.4782700165,-0.207252902,-0.240354036
nex29114vq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_01,5,5,1.3272183914,0.496463995,0.6319602486,0.4817487422
nex29114vq-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_00,5,5,0.4130696239,-0.072913957,-0.128098473,0.5572376442
nfi8hvk2c7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_14,3,3,-1.382322636,0.1549630189,-0.242632048,-0.216854176
nfi8hvk2c7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_13,4,4,1.3272183914,0.6771591509,-0.181126857,-0.165981952
nfi8hvk2c7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_12,3,3,-0.846598234,0.4564355389,-0.428411918,-1.686818441
nfi8hvk2c7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_11,2,3,-0.706526994,0.7744536686,0.6065066996,0.2922366572
nfi8hvk2c7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_09,4,4,0.3392534885,0.9818348993,1.4942780861,0.4078289511
nfi8hvk2c7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_08,3,3,-0.765473114,0.3432494811,-0.076845581,-0.762942471
nfi8hvk2c7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_10,2,2,-0.926148009,-0.676314708,-0.902306536,-0.59859203
nfi8hvk2c7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_07,3,3,-0.598238275,0.4653534319,-0.380698341,0.1364734002
nfi8hvk2c7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_06,5,5,0.9993086573,0.7827403064,1.023352548,0.2338212593
nfi8hvk2c7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_05,5,5,1.3272183914,0.4791664132,0.7988271317,0.9457316012
nfi8hvk2c7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_04,5,5,1.3272183914,0.1147244847,-0.116427839,0.7807505335
nfi8hvk2c7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_03,5,5,1.3272183914,1.1202889868,0.8680094612,1.1248190736
nfi8hvk2c7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_02,5,5,1.3272183914,0.6414235659,1.1772736918,0.6867149414
nfi8hvk2c7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_01,5,5,1.3272183914,-0.076439397,1.8029401431,-0.73792622
nfi8hvk2c7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_00,5,5,1.3272183914,-0.792478976,-0.267681214,0.5011849656
nfs4fx9pz7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_14,1,1,-0.808370728,-4.108075543,2.1586191053,-1.429958172
nfs4fx9pz7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_13,1,2,-1.278227044,-4.455973552,0.6634947804,-1.971316973
nfs4fx9pz7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_11,2,2,-1.155928867,-0.211473108,-0.957503472,-1.677955384
nfs4fx9pz7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_10,2,1,-1.048115154,-2.810280681,-0.062755634,-2.858980443
nfs4fx9pz7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_08,1,1,-1.029867085,0.2053135706,1.017027384,0.2199997191
nfs4fx9pz7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_07,1,1,-0.661754038,0.6448127385,0.1193722989,1.3065744334
nfs4fx9pz7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_12,1,1,-1.208790048,-3.097802285,0.6330429149,-1.949540476
nfs4fx9pz7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_06,1,2,-0.661754038,-0.58037234,-0.464489391,-2.247663096
nfs4fx9pz7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_05,3,1,-1.902842796,-0.674665844,0.7123617284,-2.361973021
nfs4fx9pz7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_04,1,1,-1.080758232,0.7096674946,1.1841623452,0.1341081406
nfs4fx9pz7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_03,2,2,-0.482831075,-0.295625982,1.622767264,-1.807602862
nfs4fx9pz7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_01,4,4,-0.524422139,-0.461544414,0.8716713188,0.7216272378
nfs4fx9pz7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_02,3,3,-0.333844304,0.5351729574,1.4703146308,0.4322513589
nfs4fx9pz7-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_00,4,5,-0.333844304,0.191138677,1.8297938403,0.2657907893
nga373r34x-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_14,2,2,-0.543976757,-0.251331742,-0.558937477,-1.52987083
nga373r34x-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_13,2,3,-1.029867085,-0.395676361,1.5514725241,-0.702901772
nga373r34x-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_11,3,3,-0.099684306,-0.543446743,-0.615986348,-0.532029662
nga373r34x-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_12,3,2,-0.524422139,0.4368692818,0.1472603541,0.3605857301
nga373r34x-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_10,2,3,-0.333844304,0.5805563969,0.3374172014,-0.338311406
nga373r34x-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_09,3,3,0.4130696239,-0.331254305,0.1326463871,-0.092567874
nga373r34x-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_08,4,3,-0.179234081,0.0317865526,-0.810353774,-0.465179879
nga373r34x-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_07,4,4,1.3272183914,0.6225852252,-1.198404801,-0.346206525
nga373r34x-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_06,5,5,1.3272183914,0.3060236866,0.2612490728,-0.299383199
nga373r34x-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_05,3,3,-0.051202265,0.2122585596,-0.348945784,-0.688758791
nga373r34x-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_03,4,4,0.5051338281,0.4504033357,-0.462066842,-0.05949002
nga373r34x-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_04,2,3,-0.333844304,-0.050695453,1.3305655621,-0.20032908
nga373r34x-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_02,5,5,1.3272183914,0.1538117656,0.3949958507,1.1800677768
nga373r34x-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_01,5,5,-0.880880314,-0.241389363,1.2186886258,0.6117398693
nga373r34x-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_00,5,5,0.4130696239,0.0576487747,-0.084140954,1.1216033713
nh1bbljuzy-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_13,2,1,-1.278227044,0.3394125482,-1.826186639,-1.309487445
nh1bbljuzy-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_11,2,1,-1.338033722,-0.280497544,-0.401733036,-1.657577393
nh1bbljuzy-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_10,1,2,-1.048115154,-0.895897118,-1.537074087,-1.769416222
nh1bbljuzy-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_09,2,3,-0.765473114,-0.08906901,0.0075488319,-1.36118882
nh1bbljuzy-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_08,3,3,-1.733883399,0.4520981579,-0.400401629,-1.70048912
nh1bbljuzy-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_12,1,1,-1.363400272,-1.233849227,-1.296131009,-1.423900226
nh1bbljuzy-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_07,1,2,-1.512387042,-2.393857682,-0.472084944,-0.710719823
nh1bbljuzy-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_14,2,2,-0.934432511,-0.041285078,-0.210664026,-1.434252162
nh1bbljuzy-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_06,4,4,0.844698434,0.969821918,0.5147800484,0.1317022919
nh1bbljuzy-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_05,4,3,1.3272183914,1.3104091639,0.0173291508,-0.239124362
nh1bbljuzy-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_04,2,3,-0.333844304,0.9214180603,0.2634896488,-0.98344533
nh1bbljuzy-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_03,3,3,-0.179234081,0.8852957715,-0.336035444,-1.388656791
nh1bbljuzy-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_02,3,3,1.3272183914,0.1027037733,-0.318372996,-1.474644347
nh1bbljuzy-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_01,4,5,-0.133966386,-0.132321802,1.0847209645,0.6212760065
nh1bbljuzy-LADform1_Speaking_ListenRepeat_USMale_CampusTour_Set1_00,5,5,0.4130696239,0.0544146206,-0.005095556,0.4837343913
nh60n4cza7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_14,3,3,-0.661754038,0.8670523339,0.7509924599,-0.721150235
nh60n4cza7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_13,3,3,-0.706526994,0.8157115225,-0.253310564,0.102572163
nh60n4cza7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_12,3,2,-0.051202265,0.4877608207,0.4691432182,0.2316054111
nh60n4cza7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_10,1,2,-1.080758232,-3.351855258,0.5556759709,-0.514752517
nh60n4cza7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_09,5,5,1.3272183914,0.8453605947,1.1430935813,-0.160964139
nh60n4cza7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_11,1,2,-1.208790048,-0.507800899,0.8570206234,0.7787935127
nh60n4cza7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_08,5,5,0.5051338281,1.3220644713,0.7207783842,-0.085749702
nh60n4cza7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_07,4,4,-0.051202265,1.0374907846,0.9438221582,-0.104740764
nh60n4cza7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_06,5,5,0.6957116634,0.364120387,2.2673468807,-0.937960635
nh60n4cza7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_05,4,4,0.1486756532,0.2538138782,0.4242455018,0.4268727506
nh60n4cza7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_04,5,5,1.3272183914,1.1981715456,1.4327554082,-0.356663153
nh60n4cza7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_03,5,5,1.3272183914,0.7090283151,0.0487705549,1.1118079634
nh60n4cza7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_02,4,4,0.2976624239,0.686933977,1.11044604,0.805653207
nh60n4cza7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_01,5,4,1.3272183914,0.3147642166,1.1061197855,0.4132124888
nh60n4cza7-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_00,5,5,1.3272183914,0.326709988,-0.299378207,0.478562579
nhvz4h3qsa-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_12,2,2,-0.846598234,-0.440632344,1.7779737976,-0.511651409
nhvz4h3qsa-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_09,3,3,0.056611449,1.0540005395,0.0488605653,-0.548179717
nhvz4h3qsa-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_07,3,2,-1.080758232,1.2161340842,-0.255162015,-0.191672408
nhvz4h3qsa-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_06,2,2,-0.765473114,0.7787145591,1.0187501312,-0.145649245
nhvz4h3qsa-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_05,3,3,0.5051338281,0.1982937935,0.0973009737,1.160818963
nhvz4h3qsa-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_04,2,3,0.1486756532,0.4545974944,1.1590774764,0.6218605604
nhvz4h3qsa-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_03,4,3,0.1486756532,1.1917850843,0.7597932373,0.7874054513
nhvz4h3qsa-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_02,4,4,0.7801823813,0.5301899711,0.8142405364,1.2023749921
nhvz4h3qsa-LADform2_Speaking_ListenRepeat_UKFemale_Presentations_Set2_01,5,5,0.6957116634,-0.416177825,1.485188832,-0.108193903
